lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje,seccion
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,11.06472342,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,72.37685289,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),México Oriente,0.10146558,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,15.16035535,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,13.46039344,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,70.28032004,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),México Poniente,1.09893117,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,17.33868676,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,10.24837968,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,71.34774764,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Guanajuato,1.06518592,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,15.96073737,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,14.58744377,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,69.45181886,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Guerrero,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,16.89892029,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,11.95542091,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,71.1456588,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Hidalgo,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,18.56794649,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,8.78003002,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,72.4642796,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Jalisco,0.18774389,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,12.43270527,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,15.1580419,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,71.55680481,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Michoacán,0.85244801,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,10.0862102,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,15.80996427,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,74.10382553,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Morelos,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,13.73974798,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,8.69545723,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,77.56479479,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Nayarit,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,15.15037424,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,8.56941383,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,76.0896356,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Nuevo León,0.19057633,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,16.21409589,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,19.92939218,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,63.85651192,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Oaxaca,0,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,17.57411874,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital diferente al IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",2,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,15.3430211,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",3,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,66.10915466,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
No sé/No quiero responder,covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",99,Órgano de Operación Administrativa Desconcentrado (OOAD),Puebla,0.9737055,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
"Sí, en un hospital del IMSS",covid_diagf3,"De noviembre de 2020 a la fecha, debido al diagnóstico de Covid – 19, ¿algún familiar fue internado en un hospital?",1,Órgano de Operación Administrativa Desconcentrado (OOAD),Querétaro,21.32919799,Hospitalización por Covid-19 en el IMSS y en hospitales diferentes al IMSS
